Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR
27/10/07,Schalke 04,Werder Bremen,1,1,D,1,1,D,11,14,1,5,23,20,4,4,4,3
27/10/07,Stuttgart,Leverkusen,1,0,H,0,0,D,16,23,4,5,12,15,2,7,0,0
27/10/07,Wolfsburg,Nurnberg,3,1,H,2,0,H,18,14,6,3,16,19,12,7,2,3
28/10/07,Dortmund,Bayern Munich,0,0,D,0,0,D,18,14,2,3,25,20,3,2,3,1
28/10/07,Duisburg,Hamburg,0,1,A,0,1,A,17,12,3,3,18,26,4,8,2,1
02/11/07,Cottbus,Schalke 04,1,0,H,0,0,D,16,15,5,3,19,17,6,6,2,3
03/11/07,Bayern Munich,Ein Frankfurt,0,0,D,0,0,D,34,4,12,0,9,19,16,2,1,3
03/11/07,Hamburg,Hertha,2,1,H,1,0,H,20,12,7,4,8,14,7,1,0,0
03/11/07,Hannover,Dortmund,2,1,H,0,0,D,21,12,5,5,13,19,13,4,2,2
03/11/07,Leverkusen,Bielefeld,4,0,H,3,0,H,19,8,11,3,17,16,4,1,0,0
03/11/07,Nurnberg,Stuttgart,0,1,A,0,1,A,21,13,5,5,22,13,10,4,2,1
03/11/07,Werder Bremen,Hansa Rostock,1,0,H,1,0,H,16,11,8,3,22,22,7,2,4,1
04/11/07,Bochum,Wolfsburg,5,3,H,4,0,H,16,18,8,7,16,20,4,5,4,2
04/11/07,Karlsruhe,Duisburg,1,0,H,1,0,H,11,17,5,3,24,29,7,6,1,5
09/11/07,Duisburg,Bochum,0,2,A,0,1,A,21,10,3,4,15,18,9,5,2,1
10/11/07,Dortmund,Ein Frankfurt,1,1,D,0,0,D,29,8,14,2,16,14,8,3,2,3
10/11/07,Hansa Rostock,Cottbus,3,2,H,1,0,H,18,19,9,4,14,23,4,2,0,1
10/11/07,Hertha,Hannover,1,0,H,0,0,D,13,10,4,3,13,12,5,4,2,0
10/11/07,Schalke 04,Hamburg,1,1,D,1,1,D,13,13,4,4,18,25,9,6,3,5
10/11/07,Stuttgart,Bayern Munich,3,1,H,3,0,H,13,27,6,7,21,24,2,8,4,3
10/11/07,Werder Bremen,Karlsruhe,4,0,H,2,0,H,22,10,9,3,16,17,6,7,0,2
11/11/07,Bielefeld,Nurnberg,3,1,H,0,1,A,10,12,7,3,17,22,9,6,2,2
11/11/07,Wolfsburg,Leverkusen,1,2,A,0,1,A,19,16,9,7,18,14,8,3,2,2
23/11/07,Karlsruhe,Hertha,2,1,H,0,1,A,18,10,5,3,16,22,7,1,3,3
24/11/07,Bayern Munich,Wolfsburg,2,1,H,1,0,H,20,11,7,4,12,26,10,7,0,1
24/11/07,Bochum,Bielefeld,3,0,H,2,0,H,17,17,12,4,16,19,7,3,1,2
24/11/07,Cottbus,Werder Bremen,0,2,A,0,0,D,9,18,5,8,14,18,4,6,1,3
24/11/07,Ein Frankfurt,Stuttgart,1,4,A,1,1,D,11,16,3,9,19,25,2,2,1,3
24/11/07,Hannover,Schalke 04,2,3,A,1,1,D,12,17,4,8,15,18,3,6,2,2
24/11/07,Leverkusen,Duisburg,4,1,H,0,1,A,22,5,11,1,23,29,8,2,2,2
25/11/07,Hamburg,Hansa Rostock,2,0,H,1,0,H,10,4,7,1,26,14,4,2,0,1
25/11/07,Nurnberg,Dortmund,2,0,H,1,0,H,17,4,7,1,19,19,8,2,2,3
30/11/07,Hansa Rostock,Hannover,0,3,A,0,0,D,17,19,5,10,12,20,6,7,1,1
01/12/07,Cottbus,Karlsruhe,2,0,H,0,0,D,14,17,3,4,24,19,6,7,2,1
01/12/07,Hertha,Leverkusen,0,3,A,0,1,A,14,13,4,6,15,19,8,3,3,3
01/12/07,Schalke 04,Bochum,1,0,H,1,0,H,14,9,3,2,16,15,12,1,1,1
01/12/07,Stuttgart,Dortmund,1,2,A,1,1,D,17,18,6,6,13,19,4,2,1,2
01/12/07,Werder Bremen,Hamburg,2,1,H,1,0,H,19,12,4,5,23,26,6,4,1,3
01/12/07,Wolfsburg,Ein Frankfurt,2,2,D,1,1,D,11,12,5,4,20,16,12,7,0,0
02/12/07,Bielefeld,Bayern Munich,0,1,A,0,1,A,11,14,4,6,21,26,0,3,1,1
02/12/07,Duisburg,Nurnberg,1,0,H,0,0,D,10,16,2,0,20,18,8,9,0,1
07/12/07,Dortmund,Bielefeld,6,1,H,2,0,H,17,3,12,1,18,10,6,2,1,2
08/12/07,Bayern Munich,Duisburg,0,0,D,0,0,D,22,8,4,2,13,25,13,5,1,2
08/12/07,Bochum,Karlsruhe,2,2,D,1,1,D,17,11,6,4,21,10,7,3,2,0
08/12/07,Ein Frankfurt,Schalke 04,2,2,D,0,0,D,16,15,7,5,24,16,6,5,3,4
08/12/07,Hamburg,Cottbus,0,0,D,0,0,D,24,6,6,3,19,20,11,1,2,1
08/12/07,Hannover,Werder Bremen,4,3,H,3,2,H,7,16,3,6,27,25,2,3,2,6
08/12/07,Stuttgart,Wolfsburg,3,1,H,1,0,H,18,20,8,10,11,26,5,5,1,1
09/12/07,Leverkusen,Hansa Rostock,3,0,H,1,0,H,17,6,5,0,16,21,8,3,0,2
09/12/07,Nurnberg,Hertha,2,1,H,2,0,H,14,8,5,1,13,13,2,5,1,3
14/12/07,Cottbus,Hannover,5,1,H,3,0,H,11,15,6,3,17,24,1,5,2,2
15/12/07,Bielefeld,Stuttgart,2,0,H,0,0,D,18,10,5,2,17,14,5,4,3,4
15/12/07,Hertha,Bayern Munich,0,0,D,0,0,D,8,19,2,3,12,12,2,7,1,1
15/12/07,Karlsruhe,Hamburg,1,1,D,0,0,D,14,15,5,6,16,22,7,7,2,2
15/12/07,Schalke 04,Nurnberg,2,1,H,2,0,H,9,10,4,1,22,15,4,5,2,3
15/12/07,Werder Bremen,Leverkusen,5,2,H,1,1,D,22,10,10,5,16,23,4,3,3,4
15/12/07,Wolfsburg,Dortmund,4,0,H,2,0,H,12,13,7,5,19,19,9,3,1,1
16/12/07,Duisburg,Ein Frankfurt,0,1,A,0,1,A,15,9,4,4,16,20,4,4,2,3
16/12/07,Hansa Rostock,Bochum,2,0,H,2,0,H,25,10,7,3,16,19,9,3,1,2
01/02/08,Hansa Rostock,Bayern Munich,1,2,A,0,2,A,9,17,3,6,22,23,5,8,3,2
02/02/08,Bielefeld,Wolfsburg,0,1,A,0,1,A,15,11,5,6,7,22,8,2,1,2
02/02/08,Cottbus,Leverkusen,2,3,A,1,0,H,6,13,4,6,15,17,4,5,1,2
02/02/08,Duisburg,Dortmund,3,3,D,2,0,H,15,21,8,9,20,25,3,6,2,1
02/02/08,Hamburg,Hannover,1,1,D,0,1,A,12,17,2,8,24,18,6,4,1,0
02/02/08,Hertha,Ein Frankfurt,0,3,A,0,1,A,11,22,3,9,19,17,6,5,0,0
02/02/08,Karlsruhe,Nurnberg,2,0,H,0,0,D,13,19,3,6,15,21,8,3,3,3
03/02/08,Schalke 04,Stuttgart,4,1,H,1,0,H,12,12,4,3,25,24,9,4,1,2
03/02/08,Werder Bremen,Bochum,1,2,A,1,0,H,20,8,10,4,21,24,9,4,2,3
08/02/08,Ein Frankfurt,Bielefeld,2,1,H,1,0,H,12,9,5,2,19,19,3,5,1,4
09/02/08,Bochum,Cottbus,3,3,D,2,1,H,13,10,4,5,18,20,4,4,1,1
09/02/08,Hannover,Karlsruhe,2,2,D,1,0,H,9,11,4,3,20,19,3,2,3,3
09/02/08,Leverkusen,Hamburg,1,1,D,0,1,A,21,19,8,8,10,23,7,5,1,2
09/02/08,Nurnberg,Hansa Rostock,1,1,D,1,1,D,19,10,5,2,17,8,5,5,2,2
09/02/08,Stuttgart,Hertha,1,3,A,1,2,A,15,14,4,9,11,20,8,2,0,3
09/02/08,Wolfsburg,Duisburg,2,1,H,1,1,D,15,14,8,4,21,15,9,5,0,2
10/02/08,Bayern Munich,Werder Bremen,1,1,D,1,1,D,15,6,4,2,23,23,6,5,4,5
10/02/08,Dortmund,Schalke 04,2,3,A,1,2,A,13,16,5,5,27,24,2,4,2,3
15/02/08,Schalke 04,Wolfsburg,1,2,A,0,0,D,14,12,4,4,21,22,7,6,2,2
16/02/08,Cottbus,Dortmund,0,2,A,0,1,A,12,8,3,2,14,23,4,3,0,2
16/02/08,Duisburg,Stuttgart,2,3,A,0,2,A,22,17,5,9,20,14,6,5,3,1
16/02/08,Hansa Rostock,Ein Frankfurt,1,0,H,0,0,D,12,10,4,2,22,20,6,2,2,2
16/02/08,Hertha,Bielefeld,1,0,H,0,0,D,14,7,4,1,21,15,8,6,2,1
16/02/08,Karlsruhe,Leverkusen,2,2,D,0,1,A,13,10,10,5,14,24,13,1,3,3
16/02/08,Werder Bremen,Nurnberg,2,0,H,1,0,H,22,6,6,0,15,19,3,1,1,1
17/02/08,Hamburg,Bochum,3,0,H,1,0,H,13,10,6,1,12,15,4,4,0,3
17/02/08,Hannover,Bayern Munich,0,3,A,0,0,D,9,15,2,9,19,16,4,3,3,1
22/02/08,Bochum,Hannover,2,1,H,1,0,H,9,15,5,3,23,18,7,6,3,3
23/02/08,Bielefeld,Duisburg,0,2,A,0,1,A,17,15,5,7,20,21,7,6,1,1
23/02/08,Dortmund,Hansa Rostock,1,0,H,0,0,D,16,7,3,2,15,13,5,5,2,3
23/02/08,Ein Frankfurt,Werder Bremen,1,0,H,0,0,D,8,20,3,8,27,18,3,8,4,2
23/02/08,Leverkusen,Schalke 04,1,0,H,0,0,D,9,6,5,0,15,30,3,3,3,3
23/02/08,Stuttgart,Karlsruhe,3,1,H,2,0,H,13,12,5,4,14,26,2,10,1,1
23/02/08,Wolfsburg,Hertha,0,0,D,0,0,D,11,12,3,5,18,18,11,7,3,3
24/02/08,Bayern Munich,Hamburg,1,1,D,0,0,D,16,7,3,3,18,25,8,1,1,4
24/02/08,Nurnberg,Cottbus,1,1,D,0,0,D,23,1,8,1,14,22,6,4,1,2
29/02/08,Hertha,Duisburg,2,0,H,2,0,H,19,9,7,1,15,23,4,5,1,5
01/03/08,Hannover,Nurnberg,2,1,H,1,0,H,15,10,4,3,18,20,4,3,5,2
01/03/08,Hansa Rostock,Bielefeld,1,1,D,0,0,D,8,8,2,4,16,24,5,5,2,2
01/03/08,Karlsruhe,Wolfsburg,3,1,H,1,1,D,16,7,6,2,10,24,12,1,3,2
01/03/08,Schalke 04,Bayern Munich,0,1,A,0,1,A,17,13,1,4,16,26,14,5,2,2
01/03/08,Werder Bremen,Dortmund,2,0,H,1,0,H,23,7,11,1,21,17,8,7,3,3
02/03/08,Bochum,Leverkusen,2,0,H,0,0,D,8,7,3,2,21,16,5,5,0,2
02/03/08,Hamburg,Ein Frankfurt,4,1,H,1,0,H,24,15,11,5,21,19,14,3,0,0
07/03/08,Dortmund,Hertha,1,1,D,1,0,H,15,11,3,3,11,19,8,6,1,3
08/03/08,Bayern Munich,Karlsruhe,2,0,H,1,0,H,20,9,6,2,13,13,7,4,1,1
08/03/08,Bielefeld,Schalke 04,0,2,A,0,1,A,8,11,2,4,16,20,5,3,3,2
08/03/08,Duisburg,Hansa Rostock,1,1,D,1,1,D,15,17,5,7,21,21,7,11,3,1
08/03/08,Ein Frankfurt,Bochum,1,1,D,0,0,D,12,10,5,2,21,20,3,1,2,3
08/03/08,Stuttgart,Werder Bremen,6,3,H,2,1,H,9,27,6,6,15,15,1,5,2,2
08/03/08,Wolfsburg,Cottbus,3,0,H,2,0,H,17,13,8,7,26,12,4,1,0,1
09/03/08,Leverkusen,Hannover,2,0,H,2,0,H,12,10,4,2,20,22,5,2,0,1
09/03/08,Nurnberg,Hamburg,0,0,D,0,0,D,12,12,2,4,19,21,3,8,3,1
11/03/08,Cottbus,Stuttgart,0,1,A,0,1,A,10,14,4,2,20,10,3,7,3,0
14/03/08,Schalke 04,Duisburg,2,1,H,0,1,A,13,4,3,2,15,23,9,1,1,2
15/03/08,Bochum,Stuttgart,1,1,D,1,0,H,13,18,5,4,24,25,3,3,3,3
15/03/08,Cottbus,Bayern Munich,2,0,H,2,0,H,10,13,5,2,23,20,3,5,6,3
15/03/08,Hamburg,Dortmund,1,0,H,0,0,D,23,17,6,6,20,15,6,3,2,1
15/03/08,Hannover,Bielefeld,2,2,D,1,2,A,12,12,6,5,15,13,8,4,1,3
15/03/08,Hansa Rostock,Hertha,0,0,D,0,0,D,16,19,6,6,11,19,10,5,2,2
15/03/08,Karlsruhe,Ein Frankfurt,0,1,A,0,1,A,12,14,0,6,17,24,4,4,1,3
16/03/08,Leverkusen,Nurnberg,4,1,H,1,1,D,17,13,9,4,11,18,4,7,2,1
16/03/08,Werder Bremen,Wolfsburg,0,1,A,0,0,D,23,16,4,9,14,25,11,7,1,2
20/03/08,Ein Frankfurt,Cottbus,2,1,H,0,0,D,18,15,6,1,21,19,9,3,0,2
22/03/08,Bayern Munich,Leverkusen,2,1,H,1,0,H,21,4,8,2,11,23,6,5,1,3
22/03/08,Dortmund,Karlsruhe,1,1,D,1,0,H,24,10,13,4,18,16,4,5,2,3
22/03/08,Duisburg,Hannover,1,1,D,0,1,A,17,8,5,3,23,20,2,5,2,2
22/03/08,Nurnberg,Bochum,1,1,D,1,1,D,22,7,5,2,17,16,8,6,1,4
22/03/08,Stuttgart,Hansa Rostock,4,1,H,0,0,D,16,13,8,4,19,17,4,5,1,1
22/03/08,Wolfsburg,Hamburg,1,1,D,0,1,A,16,10,1,4,25,19,6,6,2,1
23/03/08,Bielefeld,Werder Bremen,1,1,D,1,0,H,11,21,5,7,23,18,9,9,4,0
23/03/08,Hertha,Schalke 04,1,2,A,0,2,A,15,7,5,3,25,20,9,3,2,1
28/03/08,Hansa Rostock,Wolfsburg,0,1,A,0,0,D,8,16,5,6,14,16,4,13,3,1
29/03/08,Bochum,Dortmund,3,3,D,3,2,H,12,22,5,7,27,17,2,5,1,1
29/03/08,Hamburg,Bielefeld,1,1,D,0,0,D,15,16,4,5,23,11,3,3,1,2
29/03/08,Karlsruhe,Schalke 04,0,0,D,0,0,D,16,9,6,3,16,22,5,6,2,1
29/03/08,Leverkusen,Ein Frankfurt,0,2,A,0,1,A,18,7,1,1,18,17,9,2,2,3
29/03/08,Nurnberg,Bayern Munich,1,1,D,1,0,H,13,11,5,4,19,14,3,5,3,2
29/03/08,Werder Bremen,Duisburg,1,2,A,0,2,A,23,14,7,4,18,26,9,3,1,4
30/03/08,Cottbus,Hertha,2,1,H,1,1,D,11,22,3,4,22,29,0,13,2,2
30/03/08,Hannover,Stuttgart,0,0,D,0,0,D,14,10,1,1,21,12,3,4,1,0
04/04/08,Duisburg,Cottbus,0,1,A,0,1,A,22,6,7,2,19,30,9,2,2,2
05/04/08,Bielefeld,Karlsruhe,1,0,H,0,0,D,25,9,8,0,12,12,8,5,0,0
05/04/08,Ein Frankfurt,Nurnberg,1,3,A,1,1,D,16,6,5,3,12,19,7,1,3,1
05/04/08,Hertha,Werder Bremen,1,2,A,1,1,D,10,15,2,5,21,19,3,6,1,1
05/04/08,Schalke 04,Hansa Rostock,1,0,H,0,0,D,21,11,7,4,15,14,5,3,1,3
05/04/08,Stuttgart,Hamburg,1,0,H,1,0,H,18,23,6,7,11,12,5,8,0,2
05/04/08,Wolfsburg,Hannover,3,2,H,2,1,H,12,19,7,6,21,17,7,4,2,0
06/04/08,Bayern Munich,Bochum,3,1,H,1,1,D,19,11,6,2,15,20,5,1,0,4
06/04/08,Dortmund,Leverkusen,2,1,H,0,0,D,15,11,6,2,11,16,4,4,0,2
12/04/08,Bochum,Hertha,1,1,D,1,1,D,11,14,3,6,16,19,6,2,0,1
12/04/08,Cottbus,Bielefeld,1,0,H,0,0,D,13,14,4,2,16,17,7,6,2,2
12/04/08,Hamburg,Duisburg,0,1,A,0,0,D,17,11,4,3,25,17,7,4,3,4
12/04/08,Hannover,Ein Frankfurt,2,1,H,1,1,D,15,12,2,5,15,16,4,8,1,3
12/04/08,Karlsruhe,Hansa Rostock,1,2,A,0,1,A,19,9,7,5,14,24,6,4,1,3
12/04/08,Werder Bremen,Schalke 04,5,1,H,2,1,H,20,25,10,13,20,14,8,7,4,2
13/04/08,Bayern Munich,Dortmund,5,0,H,4,0,H,16,12,5,1,6,18,3,6,1,1
13/04/08,Leverkusen,Stuttgart,3,0,H,2,0,H,15,12,4,3,16,20,3,5,1,1
15/04/08,Hansa Rostock,Werder Bremen,1,2,A,0,0,D,13,14,3,6,12,15,9,8,0,2
15/04/08,Hertha,Hamburg,0,0,D,0,0,D,8,12,4,4,16,12,2,6,2,0
15/04/08,Schalke 04,Cottbus,5,0,H,3,0,H,24,6,8,2,7,17,6,1,0,2
15/04/08,Wolfsburg,Bochum,0,1,A,0,0,D,22,7,4,4,17,17,8,3,5,1
16/04/08,Bielefeld,Leverkusen,1,0,H,0,0,D,16,10,4,1,13,21,3,5,3,3
16/04/08,Dortmund,Hannover,1,3,A,0,2,A,14,13,3,6,21,34,8,7,2,2
16/04/08,Duisburg,Karlsruhe,0,1,A,0,0,D,18,13,6,5,12,15,2,2,3,1
16/04/08,Ein Frankfurt,Bayern Munich,1,3,A,1,0,H,10,16,4,8,19,13,1,5,1,1
16/04/08,Stuttgart,Nurnberg,3,0,H,3,0,H,12,9,5,4,13,18,7,4,1,1
20/04/08,Nurnberg,Wolfsburg,1,0,H,0,0,D,12,12,4,1,18,22,3,5,0,3
25/04/08,Ein Frankfurt,Dortmund,1,1,D,0,0,D,11,11,5,3,17,18,4,4,0,0
26/04/08,Bochum,Duisburg,1,1,D,0,1,A,12,22,5,7,23,16,14,4,1,0
26/04/08,Cottbus,Hansa Rostock,2,1,H,0,1,A,17,11,5,5,16,21,9,3,0,3
26/04/08,Hamburg,Schalke 04,0,1,A,0,1,A,14,6,2,1,18,15,6,3,1,1
26/04/08,Hannover,Hertha,2,2,D,2,0,H,19,8,4,2,17,18,7,1,3,1
26/04/08,Karlsruhe,Werder Bremen,3,3,D,1,2,A,12,26,7,11,18,18,5,3,4,0
26/04/08,Nurnberg,Bielefeld,2,2,D,2,0,H,27,2,10,2,18,15,5,5,2,3
27/04/08,Bayern Munich,Stuttgart,4,1,H,1,1,D,20,14,11,5,20,14,6,2,3,2
27/04/08,Leverkusen,Wolfsburg,2,2,D,1,2,A,16,10,5,4,5,17,3,2,0,3
02/05/08,Dortmund,Nurnberg,0,0,D,0,0,D,12,10,4,2,13,15,3,3,0,3
03/05/08,Bielefeld,Bochum,2,0,H,0,0,D,16,17,7,5,10,25,3,4,0,3
03/05/08,Hansa Rostock,Hamburg,1,3,A,0,2,A,12,17,4,6,17,16,8,4,2,0
03/05/08,Hertha,Karlsruhe,3,1,H,2,0,H,18,18,8,4,13,13,3,7,2,2
03/05/08,Schalke 04,Hannover,1,1,D,1,1,D,15,5,6,2,11,26,7,2,1,4
03/05/08,Stuttgart,Ein Frankfurt,4,1,H,3,0,H,16,7,7,4,11,19,2,2,0,1
03/05/08,Werder Bremen,Cottbus,2,0,H,0,0,D,27,4,11,2,11,18,10,2,1,3
04/05/08,Duisburg,Leverkusen,3,2,H,2,1,H,17,11,6,3,18,20,6,4,3,2
04/05/08,Wolfsburg,Bayern Munich,0,0,D,0,0,D,23,6,3,0,17,15,9,4,1,2
06/05/08,Bochum,Schalke 04,0,3,A,0,1,A,7,11,1,4,22,12,2,3,2,1
06/05/08,Dortmund,Stuttgart,3,2,H,1,0,H,11,15,4,6,23,13,3,5,3,5
06/05/08,Hannover,Hansa Rostock,3,0,H,1,0,H,20,13,11,2,18,15,7,1,1,3
06/05/08,Karlsruhe,Cottbus,1,1,D,0,0,D,15,15,3,3,18,34,4,3,2,5
07/05/08,Bayern Munich,Bielefeld,2,0,H,1,0,H,13,11,6,1,8,9,4,5,0,1
07/05/08,Ein Frankfurt,Wolfsburg,2,3,A,1,2,A,15,15,4,6,8,25,9,5,1,2
07/05/08,Hamburg,Werder Bremen,0,1,A,0,0,D,16,6,3,3,17,28,7,4,2,5
07/05/08,Leverkusen,Hertha,1,2,A,0,1,A,16,7,5,4,12,8,7,1,1,1
07/05/08,Nurnberg,Duisburg,2,0,H,2,0,H,17,8,7,3,17,21,4,3,0,4
10/05/08,Bielefeld,Dortmund,2,2,D,2,1,H,11,15,2,4,14,20,5,2,2,2
10/05/08,Cottbus,Hamburg,2,0,H,1,0,H,5,28,3,6,19,18,0,6,1,0
10/05/08,Duisburg,Bayern Munich,2,3,A,0,3,A,16,17,3,10,23,8,2,6,1,1
10/05/08,Hansa Rostock,Leverkusen,1,2,A,0,1,A,17,17,6,6,17,35,8,2,2,2
10/05/08,Hertha,Nurnberg,1,0,H,0,0,D,8,19,2,2,18,16,4,5,0,1
10/05/08,Karlsruhe,Bochum,1,3,A,0,1,A,23,11,8,5,11,17,12,4,0,2
10/05/08,Schalke 04,Ein Frankfurt,1,0,H,0,0,D,14,6,5,1,18,15,8,2,2,2
10/05/08,Werder Bremen,Hannover,6,1,H,2,0,H,17,12,11,4,10,17,4,1,0,5
10/05/08,Wolfsburg,Stuttgart,4,0,H,2,0,H,21,14,12,6,25,13,9,2,2,2
17/05/08,Bayern Munich,Hertha,4,1,H,3,0,H,17,12,10,3,11,13,12,4,0,0
17/05/08,Bochum,Hansa Rostock,1,2,A,1,1,D,11,17,5,8,17,13,8,7,0,2
17/05/08,Dortmund,Wolfsburg,2,4,A,1,2,A,16,14,4,10,12,14,4,10,2,2
17/05/08,Ein Frankfurt,Duisburg,4,2,H,3,0,H,15,15,8,5,19,19,5,6,0,1
17/05/08,Hamburg,Karlsruhe,7,0,H,3,0,H,20,11,11,4,11,15,6,5,1,0
17/05/08,Hannover,Cottbus,4,0,H,2,0,H,20,5,6,1,18,16,7,0,2,1
17/05/08,Leverkusen,Werder Bremen,0,1,A,0,0,D,13,10,2,1,16,22,6,1,3,2
17/05/08,Nurnberg,Schalke 04,0,2,A,0,1,A,25,8,5,3,18,12,10,4,4,1
17/05/08,Stuttgart,Bielefeld,2,2,D,0,1,A,16,7,6,3,16,13,8,1,3,0
15/08/08,Bayern Munich,Hamburg,2,2,D,2,1,H,16,13,3,3,16,26,2,2,1,4
16/08/08,Bielefeld,Werder Bremen,2,2,D,0,0,D,13,17,5,5,18,13,4,4,2,2
16/08/08,Cottbus,Hoffenheim,0,3,A,0,1,A,14,17,1,8,21,32,4,2,2,2
16/08/08,Karlsruhe,Bochum,1,0,H,1,0,H,16,12,3,1,20,22,1,4,2,4
16/08/08,Leverkusen,Dortmund,2,3,A,1,2,A,19,11,9,4,13,20,7,3,3,2
16/08/08,Schalke 04,Hannover,3,0,H,2,0,H,11,11,5,4,19,17,6,7,1,2
16/08/08,Wolfsburg,FC Koln,2,1,H,0,1,A,17,4,9,2,10,13,10,3,0,2
17/08/08,Ein Frankfurt,Hertha,0,2,A,0,1,A,18,5,1,4,7,19,11,2,0,1
17/08/08,M'gladbach,Stuttgart,1,3,A,0,3,A,14,20,6,6,20,15,4,3,3,2
22/08/08,Hannover,Cottbus,0,0,D,0,0,D,13,6,6,4,17,25,6,1,4,3
23/08/08,Dortmund,Bayern Munich,1,1,D,1,0,H,16,16,6,3,24,17,6,14,2,3
23/08/08,Hamburg,Karlsruhe,2,1,H,1,0,H,12,10,3,5,17,18,6,6,2,3
23/08/08,Hertha,Bielefeld,1,1,D,1,1,D,27,6,5,2,8,19,11,3,1,3
23/08/08,Hoffenheim,M'gladbach,1,0,H,1,0,H,24,7,10,2,17,27,11,2,1,4
23/08/08,Stuttgart,Leverkusen,0,2,A,0,1,A,9,16,1,7,10,23,3,7,1,4
23/08/08,Werder Bremen,Schalke 04,1,1,D,0,0,D,15,14,7,5,17,12,5,6,0,1
24/08/08,Bochum,Wolfsburg,2,2,D,1,0,H,9,18,3,6,22,22,3,6,2,5
24/08/08,FC Koln,Ein Frankfurt,1,1,D,1,0,H,7,9,2,1,20,19,0,2,4,2
29/08/08,Karlsruhe,FC Koln,0,2,A,0,0,D,12,10,2,3,13,14,3,5,1,0
30/08/08,Bielefeld,Hamburg,2,4,A,2,1,H,14,19,7,5,13,21,4,4,2,2
30/08/08,Cottbus,Dortmund,0,1,A,0,1,A,13,15,1,4,20,15,3,4,1,1
30/08/08,Leverkusen,Hoffenheim,5,2,H,3,1,H,16,12,8,3,14,22,7,3,0,2
30/08/08,M'gladbach,Werder Bremen,3,2,H,2,0,H,13,25,6,14,16,14,5,7,2,4
30/08/08,Schalke 04,Bochum,1,0,H,1,0,H,20,10,6,2,11,27,7,9,0,1
30/08/08,Wolfsburg,Ein Frankfurt,2,2,D,1,1,D,15,14,4,4,28,20,6,4,2,2
31/08/08,Bayern Munich,Hertha,4,1,H,1,0,H,19,9,8,3,19,16,11,1,0,3
31/08/08,Stuttgart,Hannover,2,0,H,2,0,H,14,12,7,5,13,19,4,6,1,1
13/09/08,Dortmund,Schalke 04,3,3,D,0,2,A,17,9,6,4,21,19,5,0,3,1
13/09/08,FC Koln,Bayern Munich,0,3,A,0,0,D,7,11,2,4,13,19,3,5,1,0
13/09/08,Hamburg,Leverkusen,3,2,H,1,2,A,16,11,5,2,11,20,13,2,2,1
13/09/08,Hertha,Wolfsburg,2,2,D,0,1,A,13,13,5,5,17,17,4,5,2,0
13/09/08,Hoffenheim,Stuttgart,0,0,D,0,0,D,18,16,6,4,16,24,7,3,4,4
13/09/08,Werder Bremen,Cottbus,3,0,H,0,0,D,25,6,8,2,17,31,8,2,0,2
14/09/08,Bochum,Bielefeld,2,0,H,2,0,H,18,11,6,2,22,16,5,5,2,0
14/09/08,Hannover,M'gladbach,5,1,H,2,0,H,15,9,7,5,16,16,5,3,3,4
19/09/08,Leverkusen,Hannover,4,0,H,2,0,H,20,4,12,0,17,12,8,1,0,3
20/09/08,Bayern Munich,Werder Bremen,2,5,A,0,2,A,22,10,7,5,18,17,8,2,1,2
20/09/08,Bielefeld,FC Koln,2,0,H,0,0,D,14,9,5,1,14,24,2,7,0,3
20/09/08,Cottbus,Bochum,1,1,D,1,0,H,8,14,4,7,22,26,8,8,2,4
20/09/08,M'gladbach,Hertha,0,1,A,0,1,A,15,11,4,4,12,20,12,2,0,2
20/09/08,Schalke 04,Ein Frankfurt,1,0,H,1,0,H,22,8,6,3,17,17,11,3,0,3
21/09/08,Hoffenheim,Dortmund,4,1,H,2,0,H,18,10,10,3,15,23,1,7,0,1
21/09/08,Stuttgart,Karlsruhe,3,1,H,1,1,D,15,8,7,1,18,19,2,6,2,3
21/09/08,Wolfsburg,Hamburg,3,0,H,3,0,H,6,11,4,1,20,23,2,5,2,3
26/09/08,FC Koln,Schalke 04,1,0,H,1,0,H,19,6,7,0,15,17,6,6,2,3
27/09/08,Bochum,Leverkusen,2,3,A,0,2,A,25,17,12,8,20,16,13,1,3,0
27/09/08,Dortmund,Stuttgart,3,0,H,2,0,H,14,19,6,4,15,12,0,11,1,3
27/09/08,Hamburg,M'gladbach,1,0,H,1,0,H,10,5,3,0,14,22,5,0,1,2
27/09/08,Hannover,Bayern Munich,1,0,H,1,0,H,9,13,4,2,27,20,4,4,0,1
27/09/08,Hertha,Cottbus,0,1,A,0,1,A,19,9,8,4,18,21,7,2,1,3
27/09/08,Werder Bremen,Hoffenheim,5,4,H,4,2,H,15,21,7,7,23,19,5,7,0,1
28/09/08,Ein Frankfurt,Bielefeld,1,1,D,0,1,A,18,6,9,2,19,14,9,2,3,1
28/09/08,Karlsruhe,Wolfsburg,2,1,H,0,0,D,9,19,2,5,20,17,4,8,2,1
03/10/08,Bielefeld,Karlsruhe,1,2,A,0,1,A,14,14,4,8,17,18,4,9,2,2
04/10/08,Bayern Munich,Bochum,3,3,D,2,1,H,22,11,8,7,13,18,11,7,2,3
04/10/08,Hoffenheim,Ein Frankfurt,2,1,H,0,0,D,15,10,6,5,23,26,7,5,1,3
